price of aluminum extrusion_x_export,import_x_export,import_x_cpi,export_x_cpi
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
15829.1571798,88361.87449949281,36673.302680015,30913.252306136998
15829.1571798,88361.87449949281,36673.302680015,30913.252306136998
16102.0736829,88361.87449949281,36673.302680015,30913.252306136998
16374.990185999999,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
16374.990185999999,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
15010.4076705,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
15283.3241736,88361.87449949281,36673.302680015,30913.252306136998
15283.3241736,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
15283.3241736,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
15556.2406767,88361.87449949281,36673.302680015,30913.252306136998
15829.1571798,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
15829.1571798,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
18831.2387139,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
18831.2387139,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
15556.2406767,88361.87449949281,36673.302680015,30913.252306136998
7095.8290806,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
15829.1571798,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
15556.2406767,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
15556.2406767,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
15556.2406767,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
15010.4076705,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
13372.9086519,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
15283.3241736,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
11462.4931302,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
11189.5766271,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
8733.3280992,88361.87449949281,36673.302680015,30913.252306136998
11189.5766271,88361.87449949281,36673.302680015,30913.252306136998
8460.4115961,88361.87449949281,36673.302680015,30913.252306136998
15556.2406767,88361.87449949281,36673.302680015,30913.252306136998
8460.4115961,88361.87449949281,36673.302680015,30913.252306136998
8460.4115961,88361.87449949281,36673.302680015,30913.252306136998
8460.4115961,88361.87449949281,36673.302680015,30913.252306136998
8460.4115961,88361.87449949281,36673.302680015,30913.252306136998
8460.4115961,88361.87449949281,36673.302680015,30913.252306136998
15283.3241736,88361.87449949281,36673.302680015,30913.252306136998
8460.4115961,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
10370.8271178,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
15283.3241736,88361.87449949281,36673.302680015,30913.252306136998
15283.3241736,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
8187.4950929999995,88361.87449949281,36673.302680015,30913.252306136998
7641.6620868,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
9824.9941116,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
9824.9941116,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
15829.1571798,88361.87449949281,36673.302680015,30913.252306136998
9552.0776085,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
9279.1611054,88361.87449949281,36673.302680015,30913.252306136998
16102.0736829,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
16102.0736829,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
15829.1571798,88361.87449949281,36673.302680015,30913.252306136998
7914.5785899,88361.87449949281,36673.302680015,30913.252306136998
16647.9066891,88361.87449949281,36673.302680015,30913.252306136998
9006.2446023,88361.87449949281,36673.302680015,30913.252306136998
16102.0736829,88361.87449949281,36673.302680015,30913.252306136998
15829.1571798,88361.87449949281,36673.302680015,30913.252306136998
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
6720.335050600001,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
13672.4057926,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
7183.8064334,59720.60116070795,28943.408224422998,26026.235501134
6720.335050600001,59720.60116070795,28943.408224422998,26026.235501134
6720.335050600001,59720.60116070795,28943.408224422998,26026.235501134
6720.335050600001,59720.60116070795,28943.408224422998,26026.235501134
6720.335050600001,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
13672.4057926,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6952.070742,59720.60116070795,28943.408224422998,26026.235501134
6720.335050600001,59720.60116070795,28943.408224422998,26026.235501134
6720.335050600001,59720.60116070795,28943.408224422998,26026.235501134
6720.335050600001,59720.60116070795,28943.408224422998,26026.235501134
12745.463027,59720.60116070795,28943.408224422998,26026.235501134
6720.335050600001,59720.60116070795,28943.408224422998,26026.235501134
6720.335050600001,59720.60116070795,28943.408224422998,26026.235501134
6720.335050600001,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6256.8636678,59720.60116070795,28943.408224422998,26026.235501134
6256.8636678,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
13672.4057926,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
12977.1987184,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
5793.392285,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
7415.5421248,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
7647.2778162,59720.60116070795,28943.408224422998,26026.235501134
6025.1279764,59720.60116070795,28943.408224422998,26026.235501134
7647.2778162,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
6488.5993592,59720.60116070795,28943.408224422998,26026.235501134
